"","project","obs","normalityLeft","normalityRight","kendallTau","kendallPValue","spearmanRho","spearmanPValue","pearsonCor","pearsonPValue"
"tau22","shopizer",29,7.71229325952395e-07,1.68941614472332e-06,0.468365130489494,0.00142504020950032,0.597561265155702,0.000619602999306743,0.577695384824219,0.00103189734398865
"tau23","spring-data-gremlin",102,0.000113535717975668,1.31129787639212e-10,-0.0752895034024645,0.320855289726339,-0.122336157965107,0.220607578139463,0.0494689920619622,0.621477586680449
"14","open-location-code",2,0,0,0,0,0,0,0,0
"tau24","ion-java",225,3.94493348119834e-07,1.69171549288363e-19,-0.185780422163221,0.000832671492529134,-0.219456340957655,0.000919707907240257,-0.127129322456283,0.0569035088110512
"15","protostuff-core",21,0,0,0,0,0,0,0,0
"tau25","GraphJet",84,1.1757270523285e-09,1.96662757148714e-12,0.107997431766149,0.223487649319285,0.148384388206323,0.177961485144247,0.505921498850981,9.14581707045707e-07
"tau26","objenesis",19,0.143012577726126,0.00034941073502196,0.359631386922253,0.0768280498721911,0.403307905096775,0.0868526614556613,0.473123303310205,0.0407652332072534
"tau27","google-java-format",100,5.18295820302133e-08,3.76420253544368e-11,0.168082714023713,0.036484168691707,0.210336336800492,0.0356868358413509,0.333671247413549,0.000692487272447165
"tau28","hraven",66,3.87365983154201e-07,8.31743878797575e-06,0.0137587446067738,0.879403109316386,0.00825500710108674,0.947550014783587,0.139896748671605,0.262572608729414
"tau29","guice",6,0.248526142434558,0.0452903917325371,0.617213399848368,0.106279144966816,0.727606875108999,0.101191507218295,0.645716893329296,0.166040588244379
"tau30","javaanpr",22,0.000188815584592804,8.10987881211156e-06,0.63031506944832,0.000612140135468764,0.693823579249717,0.000341862772637873,0.822212056157284,2.67296688040849e-06
