"","project","obs","normalityLeft","normalityRight","kendallTau","kendallPValue","spearmanRho","spearmanPValue","pearsonCor","pearsonPValue"
"tau18","zuul",32,0.000130383666698552,2.79498373382559e-12,0.18483479657747,0.230278929200977,0.21546182258536,0.236287802392177,0.219404891912396,0.227613182441403
"tau19","shopizer",29,1.96148927605779e-06,2.77402884374226e-06,-0.0230571487955358,0.880787360118298,-0.0338189957711558,0.861740201344975,0.203762799475397,0.289052507547526
"tau20","ambrose",3,0.463262874933795,0.636886845028963,-0.333333333333333,0.60150813444059,-0.5,0.666666666666667,-0.838627869377535,0.366716573320923
"tau21","GraphJet",46,3.94105018784409e-05,4.56810023761143e-11,0.4509778188734,0.000147506730546397,0.570623689220147,3.46437213181317e-05,0.479160640715201,0.000754451342494682
"tau22","hbc",60,1.19989941368334e-08,4.06809091933796e-13,0.478145684312401,2.56119227143957e-05,0.544236455331934,6.9648683194118e-06,0.61642154440298,1.57474828503681e-07
"tau23","hraven",55,8.54686988785838e-08,4.31564556183349e-13,0.27837486079214,0.0105185531455625,0.348460056281106,0.00912955252495301,0.599057730545731,1.35272193515702e-06
"tau24","lavagna",265,1.00289324924152e-14,8.54432099599804e-33,0.199950503007036,0.000103192026556789,0.237655284741063,9.36135718597729e-05,0.420526075425931,8.84022710207136e-13
"tau25","protostuff-core",91,3.60669180988196e-11,2.79722550159908e-12,0.507829985720481,3.15232860483724e-10,0.598448336627991,3.73167068383724e-10,0.845513072747531,5.55796407576791e-26
"tau26","initializr",518,8.36439609993448e-22,4.74023550506745e-45,-0.00893855497805904,0.811389910046982,-0.0104950823071322,0.811653440631282,-0.0151113683260394,0.731509971924065
"13","jbot",1,0,0,0,0,0,0,0,0
"tau27","javaanpr",23,5.63818889385366e-07,3.00358260201489e-06,0.534280673143474,0.00320890661984094,0.607739457169177,0.00209758087499763,0.819330306587714,1.73673850472448e-06
"tau28","hibernate-ogm",600,4.93997548506505e-30,1.20626255247466e-42,0.31402568315747,1.15045755022374e-20,0.376081837785784,1.35404378126342e-21,0.417145357697509,1.16191054508603e-26
"tau29","hibernate-search",1316,3.48655903309199e-38,1.09865047525692e-56,-0.0442922362779161,0.0510916456819342,-0.0541698186870698,0.0494514865020478,-0.0375012039611147,0.173954654968827
"tau30","nanohttpd",13,0.0123321001954793,5.04459737485585e-07,0.278019218742766,0.276986160507584,0.313822957230424,0.296405313101638,0.330657486494613,0.269815916132422
"tau31","objenesis",16,0.00014773956710691,4.55310816542029e-08,0.0975900072948533,0.662048478351913,0.112855298537376,0.677309950700522,-0.0434372242763069,0.873094588659967
"tau32","optaplanner-core",350,5.04081968993181e-19,2.06907037071292e-34,-0.168786169166177,0.000109531801385765,-0.208659241281814,8.38679450233324e-05,-0.107320919225563,0.0448129156696795
