"","project","obs","normalityLeft","normalityRight","kendallTau","kendallPValue","spearmanRho","spearmanPValue","pearsonCor","pearsonPValue"
"tau12","jbehave-core",636,3.11629921649762e-30,1.04683561095419e-33,0.312754038437537,7.21759108558756e-26,0.40657526399023,1.02984928921158e-26,0.323644517262385,5.64944333774988e-17
"tau13","Git-Credential-Manager-for-Mac-and-Linux",24,0.00133445538653039,2.06596232985705e-08,0.076271276980969,0.668455670237807,0.0893001494733229,0.678174053289382,0.0909875469317123,0.672419655515653
"tau14","spring-data-cosmosdb",105,4.26138869043348e-12,2.64523781450411e-10,0.138710094177662,0.0732559326406841,0.191753986879285,0.0500427988039104,0.0619770143265029,0.529953183656608
"tau15","spring-data-gremlin",86,6.29819680966092e-07,7.73379742664357e-12,0.258078779826569,0.00239883364154723,0.323122596558205,0.00240925090704682,0.442782227753957,1.96371664125469e-05
"tau16","governator",134,7.75524075644688e-13,5.7264769970495e-14,-0.11223464659763,0.0881112574613782,-0.144210371721632,0.0964290422624448,-0.141319161567636,0.103366703679157
"tau17","Fenzo",112,3.44005051893972e-06,2.73136792609303e-06,0.384328724435961,5.9237992544908e-08,0.504397895375378,1.42574736013142e-08,0.472908952405842,1.40055151189405e-07
"tau18","hollow",292,5.56047747815636e-24,3.17252547859979e-27,0.037798621731154,0.397714970258775,0.0632328333196088,0.281495203833231,0.150242277714472,0.0101423397632121
"tau19","zuul",32,0.000130383666698552,1.55548819248175e-07,0.5100448299217,0.000516441179258276,0.653218174399402,5.05572393493494e-05,0.352873183492961,0.047593578800092
"tau20","shopizer",29,1.96148927605779e-06,3.7758175244517e-08,0.370770201104011,0.0148879506975642,0.44307839143721,0.0160750129481098,0.730772878605989,6.74590923474368e-06
"tau21","ambrose",3,0.463262874933795,0,-0.816496580927726,0.220671361919847,-0.866025403784439,0.333333333333333,-0.970725343394151,0.154420958311266
"tau22","GraphJet",46,3.94105018784409e-05,2.12028928931224e-08,0.633877357666861,7.21887141704379e-08,0.736069411021964,5.5771934080909e-09,0.855626795040562,3.61051578005985e-14
"tau23","hbc",60,1.19989941368334e-08,2.09434574762212e-09,0.134675725202354,0.216869417411444,0.16993345202993,0.194262028410936,0.152616683231185,0.24437118080324
"tau24","hraven",55,8.54686988785838e-08,1.10869378355365e-06,-0.0243794323579963,0.806301711741653,-0.0387604390434079,0.778742484107107,0.116422111318242,0.397295225417214
"tau25","lavagna",265,1.00289324924152e-14,2.93474466251311e-13,0.097363261468113,0.0293805106310148,0.135043468944762,0.0279466461186188,0.0913663329135968,0.137965649334783
"12","protostuff-core",91,0,0,0,0,0,0,0,0
"tau26","initializr",518,8.36439609993448e-22,2.35023134335668e-27,0.0506994878588042,0.141465763188887,0.0672558020780261,0.126326565713187,0.11537683883818,0.00857948366770171
"13","jbot",1,0,0,0,0,0,0,0,0
"tau27","javaanpr",23,5.63818889385366e-07,2.01947039837856e-07,0.194740549639467,0.279701553130565,0.229273179232465,0.292644927361192,0.579196605203887,0.00377867249497722
"tau28","hibernate-ogm",600,4.93997548506505e-30,4.23297946284191e-36,0.0763977849819408,0.0133038840953669,0.0992648032266499,0.0149982695706934,0.0961165296950492,0.0185272282307331
"tau29","hibernate-search",1316,3.48655903309199e-38,1.17152068813723e-41,0.0388225770149218,0.0544076828861428,0.0522661971744754,0.0580209225225397,-0.00322829837782761,0.906859201230224
"tau30","nanohttpd",13,0.0123321001954793,0.000167269284334729,-0.780189497605494,0.00228302625471101,-0.880663489545344,7.05167891529039e-05,-0.72221198364487,0.00530439240133677
"tau31","objenesis",16,0.00014773956710691,0.00035530127809588,-0.295760240875639,0.174905734449297,-0.346493245672084,0.188603360612067,-0.354848123534113,0.177452989125624
"14","optaplanner-core",350,0,0,0,0,0,0,0,0
