Project,TestCase,NoBugFixes,NoCommitFixes,NoClones
incubator-datasketches-java,oneKeyOneValue,1,1,0
incubator-datasketches-java,checkReassign,3,1,0
incubator-datasketches-java,wrongTgtEntries,3,1,0
incubator-datasketches-java,checkPutMemory,140,35,1
incubator-datasketches-java,heapifyIntersection,28,26,0
incubator-datasketches-java,wrongSizeKeyGetEstimate,15,8,0
incubator-datasketches-java,checkLimitedMemoryScenarios,353,42,0
incubator-datasketches-java,oneKeyThreeValues,18,8,0
incubator-datasketches-java,checkReduceToK,110,4,0
incubator-datasketches-java,heapifySparseSketch,60,35,0
incubator-datasketches-java,checkToFrom,9,3,0
incubator-datasketches-java,checkStreamErrors,38,11,0
incubator-datasketches-java,checkSingleItemSketch,1,1,1
incubator-datasketches-java,checkHeapifyQSCompactExcep,96,27,0
incubator-datasketches-java,checkExactIntersectionFullOverlap,320,28,2
incubator-datasketches-java,getBasicSerializedRLS,0,0,1
incubator-datasketches-java,differentLargerK,25,16,0
incubator-datasketches-java,empty,155,30,1
incubator-datasketches-java,checkMalformedPreamble,527,33,0
incubator-datasketches-java,checkToByteArray,43,16,0
incubator-datasketches-java,checkUpdateMemorySpecialCases,733,38,0
incubator-datasketches-java,checkDirectCompactSketch,3,1,0
incubator-datasketches-java,checkKisTwoDeprecated,37,20,1
incubator-datasketches-java,compareUnionsExact,0,0,1
incubator-datasketches-java,checkBuilderBadK,9,6,0
incubator-datasketches-java,checkSimilarity,41,10,1
incubator-datasketches-java,checkHeapifyByteArrayExact,365,38,5
incubator-datasketches-java,checkIntersectionEarlyStop,238,37,3
incubator-datasketches-java,checkUnion4DirectCompact,195,27,1
incubator-datasketches-java,checkHeapifyEstNoOverlapOrderedMemIn,282,31,1
incubator-datasketches-java,checkDecreaseKWithUnderfullSketch,4,2,0
incubator-datasketches-java,emptyFromQuickSelectSketch,112,25,3
incubator-datasketches-java,checkNullsEmptiesJaccard,11,3,0
incubator-datasketches-java,wrapAndTryUpdatingSparseSketch,135,35,0
incubator-datasketches-java,checkMisc1,2,1,0
incubator-datasketches-java,checkWeightCorrectionReadingPastEndOfIterator,0,0,1
incubator-datasketches-java,checkProbabilityFn2,1,1,0
incubator-datasketches-java,checkProbabilityFn3,1,1,0
incubator-datasketches-java,testPLG,5,5,0
incubator-datasketches-java,checkNullEmptyArrays,51,6,0
incubator-datasketches-java,checkUpdateMemoryDirect,70,22,1
incubator-datasketches-java,testNumBytesToSerialize,49,7,0
incubator-datasketches-java,checkJaccardEstMode,13,3,0
incubator-datasketches-java,checkUnderFullReservoir,182,39,0
incubator-datasketches-java,testStreaming,7,1,0
incubator-datasketches-java,kTooLarge,2,1,0
incubator-datasketches-java,checkToLongsString,0,0,1
incubator-datasketches-java,testLoad,10,4,0
incubator-datasketches-java,checkConstructorKtooSmall,88,34,0
incubator-datasketches-java,checkQuickSelect0Based,9,1,1
incubator-datasketches-java,checkReadOnlyInstantiation,56,7,0
incubator-datasketches-java,checkMergeException,11,3,0
incubator-datasketches-java,checkHeapAlphaSketch,1,1,1
incubator-datasketches-java,doubleSum,37,16,2
incubator-datasketches-java,checkUnderFullSketchSerialization,137,26,0
incubator-datasketches-java,checkHiFieldError,1,1,0
incubator-datasketches-java,checkInputF,7,5,0
incubator-datasketches-java,checkVersionConversion,287,35,2
incubator-datasketches-java,check060_50,1,1,0
incubator-datasketches-java,testMapException,12,6,0
incubator-datasketches-java,checkInputB,7,5,0
incubator-datasketches-java,checkInputA,8,5,0
incubator-datasketches-java,filledSketchShouldBehaveTheSame,2,2,0
incubator-datasketches-java,checkHQStoCompactForms,185,46,2
incubator-datasketches-java,checkConstructorMemTooSmall,73,33,0
incubator-datasketches-java,checkNumStdDevZero,9,6,0
incubator-datasketches-java,wrapAndTryUpdateSparseSketch,5,1,0
incubator-datasketches-java,checkIsSameResource,436,45,0
incubator-datasketches-java,checkDiffToByteArr,23,12,0
incubator-datasketches-java,checkExceptionSizes1,2,1,0
incubator-datasketches-java,getRankAndGetCdfConsistencyReverseComparator,0,0,1
incubator-datasketches-java,checkExceptionSizes2,14,8,0
incubator-datasketches-java,checkNormalReturns,68,4,0
incubator-datasketches-java,checkIfMultipleOf8AndGTzero2,1,1,0
incubator-datasketches-java,checkSetGetPartialArraysWithOffset,7,4,0
incubator-datasketches-java,directDruidUsageOneSketch,13,5,0
incubator-datasketches-java,checkException,10,10,0
incubator-datasketches-java,checkGetInstanceMemory,72,26,0
incubator-datasketches-java,checkCheckIfPowerOf2,3,2,0
incubator-datasketches-java,testFilterFilledSketchShouldBehaveTheSame,3,3,0
incubator-datasketches-java,serializeDeserialize,245,41,0
incubator-datasketches-java,checkFirst8,12,1,0
incubator-datasketches-java,mergingMain,3,1,0
incubator-datasketches-java,checkUnions,96,12,2
incubator-datasketches-java,checkBuilderExceptions,14,5,0
incubator-datasketches-java,check,40,14,0
incubator-datasketches-java,nullOrEmptyInput,4,2,0
incubator-datasketches-java,checkIntCapAux,7,7,0
incubator-datasketches-java,checkInputs,21,7,0
incubator-datasketches-java,oneItemUtf8,53,28,0
incubator-datasketches-java,checkDecodeValue,17,17,0
incubator-datasketches-java,checkCpc10mBin,2,1,0
incubator-datasketches-java,compressionCharacterizationCheck,9,2,1
incubator-datasketches-java,checkWrapIllegalSketchID_UpdateSketch,2,2,0
incubator-datasketches-java,checkWrapQSCompactExcep,103,26,0
incubator-datasketches-java,checkCopyWithinNativeSrcBound,8,5,0
incubator-datasketches-java,checkLgK,9,9,0
incubator-datasketches-java,checkCase5,1,1,2
incubator-datasketches-java,assembleStrings,0,0,1
incubator-datasketches-java,testPOLZBSA,3,2,0
incubator-datasketches-java,checkCopies,12,2,0
incubator-datasketches-java,checkAsIntCornerCaseLongNull,1,1,0
incubator-datasketches-java,checkToFromSketch2,17,10,1
incubator-datasketches-java,checkToFromSketch1,20,11,1
incubator-datasketches-java,heapifyFromCompactSketch,47,22,0
incubator-datasketches-java,checkUpdatesEstimate,2,1,0
incubator-datasketches-java,intersectionExactWithEmpty,17,10,1
incubator-datasketches-java,testDbl1,0,0,1
incubator-datasketches-java,checkNewGadget,410,30,0
incubator-datasketches-java,build,0,0,1
incubator-datasketches-java,testMultipleUnMaps,31,10,0
incubator-datasketches-java,resizeTest,65,8,0
incubator-datasketches-java,checkByteArray,1,1,0
incubator-datasketches-java,checkUnion4Direct,201,38,1
incubator-datasketches-java,checkDeSerFromStringArray,25,10,0
incubator-datasketches-java,checkHeapify2,4,3,0
incubator-datasketches-java,checkBuilderBadSeedHashes,61,16,1
incubator-datasketches-java,checkFormatEnum,18,9,0
incubator-datasketches-java,checkGrowHashSet,11,1,0
incubator-datasketches-java,checkSimpleExceptions,45,9,0
incubator-datasketches-java,checkHllArr,0,0,1
incubator-datasketches-java,unionTwoExactSketches,3,1,0
incubator-datasketches-java,checkHybridBin,22,6,1
incubator-datasketches-java,toByteArrayUnsupportedObject,3,2,0
incubator-datasketches-java,test3,0,0,1
incubator-datasketches-java,test2,0,0,1
incubator-datasketches-java,checkNonEmptyDegenerateSketch,143,33,0
incubator-datasketches-java,checkBufferElementCapacity,4,3,0
incubator-datasketches-java,checkUnion2Direct,5,1,1
incubator-datasketches-java,checkDirectCompactSingleItemSketch,22,6,0
incubator-datasketches-java,checkPropagationNotOrdered,18,6,0
incubator-datasketches-java,checkDirectSingleItemSketch,18,2,0
incubator-datasketches-java,checkPwr2LawNextDouble,23,4,0
incubator-datasketches-java,heapEstimationMode,28,5,2
incubator-datasketches-java,checkFunSketchWithThreshold,2,2,0
incubator-datasketches-java,exerciseToString,2,2,0
incubator-datasketches-java,checkErrorModes,22,1,0
incubator-datasketches-java,collisionTest,23,7,0
incubator-datasketches-java,checkUnion6Direct,8,1,1
incubator-datasketches-java,testDriver,4,1,0
incubator-datasketches-java,aNotBEmptyA,10,7,1
incubator-datasketches-java,aNotBEmptyB,40,7,0
incubator-datasketches-java,checkSamplingMode,95,29,3
incubator-datasketches-java,maxK,30,13,0
incubator-datasketches-java,checkUpdateTypes,8,4,0
incubator-datasketches-java,checkPutMemoryTooSmall,73,31,0
incubator-datasketches-java,checkRegionBound,5,2,0
incubator-datasketches-java,heapifyUinonFromCompact,45,25,0
incubator-datasketches-java,checkBounds,3,3,3
incubator-datasketches-java,checkBadDownSamplingRatio,4,3,0
incubator-datasketches-java,checkBadCallback2,1,1,0
incubator-datasketches-java,comparisonCheck,37,2,0
incubator-datasketches-java,checkComputeApproxBino_LB_UB,15,6,0
incubator-datasketches-java,checkReadOnlyMemoryCopyException,8,7,0
incubator-datasketches-java,checkCase10,1,1,2
incubator-datasketches-java,checkCase12,4,4,2
incubator-datasketches-java,checkCase13,1,1,2
incubator-datasketches-java,intersection,0,0,1
incubator-datasketches-java,heapifyUpdateSketch,29,27,0
incubator-datasketches-java,checkLeadingZerosSpeed,0,0,1
incubator-datasketches-java,checkByteArr,36,9,1
incubator-datasketches-java,checkUnionUpdateLogic,52,22,0
incubator-datasketches-java,updateAfterReadOnlyWrap,15,10,0
incubator-datasketches-java,checkValidateSplitPoints,5,5,0
incubator-datasketches-java,checkDirectWrap,152,28,0
incubator-datasketches-java,checkGetAndCheckPreLongs,50,27,0
incubator-datasketches-java,checkCase8,4,4,2
incubator-datasketches-java,checkCase9,1,1,2
incubator-datasketches-java,checkCase6,1,1,2
incubator-datasketches-java,checkCase4,4,4,2
incubator-datasketches-java,checkGetAdjustedEpsilon,36,9,0
incubator-datasketches-java,checkCase2,4,4,2
incubator-datasketches-java,testUpdateBucketBreadthFirst,78,11,0
incubator-datasketches-java,checkCase0,10,4,2
incubator-datasketches-java,checkCase1,7,4,2
incubator-datasketches-java,testSliceDirectByteBuffer,2,1,0
incubator-datasketches-java,checkCorruptMemoryInput,110,5,0
incubator-datasketches-java,checkResizeInBigMem,121,27,2
incubator-datasketches-java,exactModeCustomSeed,0,0,1
incubator-datasketches-java,checkCopyWithinNativeLarge,4,4,0
incubator-datasketches-java,intersectionNotEmptyNoEntries,14,7,0
incubator-datasketches-java,checkBytesToInt,1,1,0
incubator-datasketches-java,checkWrapExact,196,28,1
incubator-datasketches-java,checkNativeSrcArrayBound,5,2,0
incubator-datasketches-java,testHashInsertOnlyNoStride,3,3,0
incubator-datasketches-java,checkSerVer2_3PreLongs_1Value,64,2,1
incubator-datasketches-java,serialVersion1Compatibility,32,8,0
incubator-datasketches-java,FrequentItemsByteResetandEmptySerialTest,11,3,0
incubator-datasketches-java,checkSort,0,0,1
incubator-datasketches-java,checkPseudoHeavyUpdates,14,12,0
incubator-datasketches-java,byteArrChecks,13,5,1
incubator-datasketches-java,checkSlidingBin,20,4,1
incubator-datasketches-java,checkDQStoCompactForms,218,50,2
incubator-datasketches-java,testLinearTimeIncrementHistogramCounters,167,14,1
incubator-datasketches-java,intersectionExactMode,46,7,1
incubator-datasketches-java,testMakeInputArray,2,2,0
incubator-datasketches-java,ErrorTestZipfSmallParam,102,7,0
incubator-datasketches-java,checkNoCall,106,30,0
incubator-datasketches-java,checkGetAdjustedEpsilonException,2,2,0
incubator-datasketches-java,checkExceptions1,138,37,0
incubator-datasketches-java,checkExtractFlags,10,5,0
incubator-datasketches-java,checkSort3,0,0,1
incubator-datasketches-java,checkUtilMethods,4,1,0
incubator-datasketches-java,serializeDeserializeUtf16Strings,51,27,1
incubator-datasketches-java,checkSizedTooSmall,121,29,0
incubator-datasketches-java,checkEstimatesWithMerge,8,8,0
incubator-datasketches-java,checkPreLongsFlagsSerVer1,11,5,0
incubator-datasketches-java,checkBigHipGetRse,4,2,0
incubator-datasketches-java,checkSerToMemException,2,1,0
incubator-datasketches-java,checkWrapInstance,120,39,0
incubator-datasketches-java,checkNullMemoryInstantiation,26,13,0
incubator-datasketches-java,checkHeapifyEstNoOverlapOrderedIn,219,32,1
incubator-datasketches-java,checkGetInstanceExcep2,42,21,0
incubator-datasketches-java,wrapEmptyCompactSketch,105,31,0
incubator-datasketches-java,checkBuildSetOps,2,2,0
incubator-datasketches-java,checkCorruptFamilyException,112,25,1
incubator-datasketches-java,wrapFromUpdateSketch,42,21,0
incubator-datasketches-java,checkHeapifyFamilyExcep,72,28,0
incubator-datasketches-java,notEmptyNoEntries,5,2,1
incubator-datasketches-java,wrapCompactOrderedSketch,28,26,0
incubator-datasketches-java,checkPsampling,1,1,0
incubator-datasketches-java,checkMultiUnion,291,32,2
incubator-datasketches-java,checkEncodeDecode,1,1,0
incubator-datasketches-java,estimationModeWithSamplingNoResizing,2,2,0
incubator-datasketches-java,checkSerVer2_32Bytes_1Value,127,27,0
incubator-datasketches-java,unionMixedMode,21,12,1
incubator-datasketches-java,checkCornerHashUpdates,11,11,0
incubator-datasketches-java,checkConversions,5,1,0
incubator-datasketches-java,checkDuplicates,9,1,0
incubator-datasketches-java,checkUpdateNegative,6,3,0
incubator-datasketches-java,checkZeroPatternReturn,59,38,0
incubator-datasketches-java,getEstimateNoEntry,2,1,0
incubator-datasketches-java,serializeDeserializeSampling,164,27,3
incubator-datasketches-java,checkUnionWithWrap2,2,1,2
incubator-datasketches-java,checkBadMemoryAlloc2,11,4,0
incubator-datasketches-java,checkToBytesByteArr,0,0,1
incubator-datasketches-java,checkDirectCompactConversion,3,2,1
incubator-datasketches-java,check080_50,1,1,0
incubator-datasketches-java,checkWrapAlphaCompactExcep,95,27,0
incubator-datasketches-java,checkToStringWithPrelongsOf2,14,7,0
incubator-datasketches-java,checkGetInstanceString,3,3,0
incubator-datasketches-java,testQuadraticTimeIncrementHistogramCounters,167,14,1
incubator-datasketches-java,checkInternalBuildHistogram,7,5,0
incubator-datasketches-java,computeKomologorovSmirnovStatisticTest,7,1,0
incubator-datasketches-java,checkLBlimits0,34,12,0
incubator-datasketches-java,tinyUBTest,9,3,1
incubator-datasketches-java,tinyLBTest,9,3,1
incubator-datasketches-java,checkLBlimits4,24,12,0
incubator-datasketches-java,ErrorTestZipfBigParamSmallSketch,103,8,0
incubator-datasketches-java,heapifyFromUpdateSketch,45,23,0
incubator-datasketches-java,testFilterEmptySketch,2,2,0
incubator-datasketches-java,directEstimationMode,264,17,2
incubator-datasketches-java,checkSerVer1Handling,644,38,2
incubator-datasketches-java,checkCompactFlag,35,6,0
incubator-datasketches-java,checkWrapMemoryEst,130,32,2
incubator-datasketches-java,filteringInEstimationMode,1,1,1
incubator-datasketches-java,checkReadingPastEndOfIterator,0,0,1
incubator-datasketches-java,checkGrowBaseBuf,210,30,1
incubator-datasketches-java,checkExactAnotB_AvalidNoOverlap,131,30,0
incubator-datasketches-java,checkGetQuantile,8,5,0
incubator-datasketches-java,checkToCompactByteArr,0,0,1
incubator-datasketches-java,exerciseAux,70,17,0
incubator-datasketches-java,checkInputStdDev,4,1,0
incubator-datasketches-java,checkAsIntCornerCaseIntEmpty,1,1,0
incubator-datasketches-java,checkFloatArr,36,9,1
incubator-datasketches-java,checkSerVer2_32Bytes_0Values,78,7,0
incubator-datasketches-java,checkDecreaseKWithFullSketch,13,2,0
incubator-datasketches-java,checkBigMinMax,209,24,2
incubator-datasketches-java,checkSizeLowerLimit,101,30,0
incubator-datasketches-java,testHashMap,9,6,0
incubator-datasketches-java,checkVer1FamilyException,166,33,1
incubator-datasketches-java,checkDefaultMinSize,109,32,0
incubator-datasketches-java,wrongSizeK,2,1,0
incubator-datasketches-java,checkSerVer2Handling,646,38,2
incubator-datasketches-java,nonEmptySketchWithNoEntries,1,1,0
incubator-datasketches-java,checkSort2,0,0,1
incubator-datasketches-java,checkInserts,523,24,0
incubator-datasketches-java,ErrorTestZipfBigParam,103,8,0
incubator-datasketches-java,checkWindowOffset,3,3,0
incubator-datasketches-java,checkEstimatingPostProcessing,5,3,0
incubator-datasketches-java,checkMemReqPlusMisc,4,1,0
incubator-datasketches-java,checkBuilderNonPowerOf2,39,12,0
incubator-datasketches-java,checkMoveAndResize,35,3,2
incubator-datasketches-java,checkHeapifyInstance,22,8,0
incubator-datasketches-java,checkCase6B,1,1,2
incubator-datasketches-java,checkFreqLongs,70,14,0
incubator-datasketches-java,compactNotSupported,70,28,0
incubator-datasketches-java,checkPrintMemData2,73,32,0
incubator-datasketches-java,checkCorruptedCompactFlag,0,0,1
incubator-datasketches-java,check2ndCallAfterNull,182,34,2
incubator-datasketches-java,emptyUnionSerDeIssue195,11,6,0
incubator-datasketches-java,isEmptyWithSampling,40,19,3
incubator-datasketches-java,check030_1000,1,1,0
incubator-datasketches-java,checkUnionNulls,7,2,0
incubator-datasketches-java,checkInputF2,2,1,0
incubator-datasketches-java,compareCornerCases,2,1,0
incubator-datasketches-java,checkSerVer2_3PreLongs_1Value_ThLessthan1,51,5,1
incubator-datasketches-java,checkHeapifyExact,398,31,2
incubator-datasketches-java,checkMisc,278,80,4
incubator-datasketches-java,checkSketchesIllegalStateException,2,1,0
incubator-datasketches-java,checkNotEmpty,0,0,1
incubator-datasketches-java,checkUnsafePutsGets,3,2,0
incubator-datasketches-java,checkCombinations,73,10,0
incubator-datasketches-java,exactWithEmpty,8,2,0
incubator-datasketches-java,checkShortArr,36,9,1
incubator-datasketches-java,sameK,53,24,0
incubator-datasketches-java,mergeTest,2,1,0
incubator-datasketches-java,checkPreLongsFlagsAndSize,19,11,0
incubator-datasketches-java,crossCountingChecks,10,2,0
incubator-datasketches-java,errorTestZipfBigParamSmallSketch,89,10,0
