Project,TestCase,NoBugFixes,NoCommitFixes,NoClones
incubator-datasketches-java,getRankAndGetCdfConsistency,0,0,3
incubator-datasketches-java,checkSerVer1_32Bytes_tooSmall,190,31,0
incubator-datasketches-java,buildUnion,0,0,1
incubator-datasketches-java,checkGetKFromEqs,0,0,2
incubator-datasketches-java,checkDissimilarity,38,10,1
incubator-datasketches-java,checkGrowCombBuf,287,37,1
incubator-datasketches-java,checkBadObject,9,9,0
incubator-datasketches-java,checkFamilyAndRF,108,26,0
incubator-datasketches-java,differentK,52,23,0
incubator-datasketches-java,checkLimitedMemoryScenariosNoGrowthExcep,37,2,0
incubator-datasketches-java,checkHeapifyAndWrap,35,8,0
incubator-datasketches-java,checkWrapEstNoOverlapUnorderedMemIn,270,28,1
incubator-datasketches-java,differentLargerKDirect,19,14,0
incubator-datasketches-java,waitForBgPropagationToComplete,0,0,2
incubator-datasketches-java,checkAsIntCornerCaseByteEmpty,1,1,0
incubator-datasketches-java,checkLg,1,1,0
incubator-datasketches-java,intArrChecks,0,0,1
incubator-datasketches-java,checkToFromByteArray,28,9,0
incubator-datasketches-java,checkToBytesString,0,0,1
incubator-datasketches-java,deserializeWrongType,50,23,0
incubator-datasketches-java,checkOtherUpdates,27,11,1
incubator-datasketches-java,checkMemBadSerVer,338,34,2
incubator-datasketches-java,heapExactMode,45,10,0
incubator-datasketches-java,serializeStringDeserializeEmpty,51,27,0
incubator-datasketches-java,checkByteBufferHeapAccess,2,1,0
incubator-datasketches-java,checkDefaultK,20,3,0
incubator-datasketches-java,checkDownsampleException,1,1,0
incubator-datasketches-java,checkGetStorageBytes,47,10,0
incubator-datasketches-java,checkInterpolationExceptions,14,4,1
incubator-datasketches-java,checkCopyWithinNativeDstBound,8,5,0
incubator-datasketches-java,checkSetGetArrays,7,4,0
incubator-datasketches-java,testIllegalArgumentException,25,6,0
incubator-datasketches-java,checkUpdateWithMem,290,31,1
incubator-datasketches-java,checkAllocateCopyClear,5,2,0
incubator-datasketches-java,isEmpty,72,29,3
incubator-datasketches-java,directSerializeDeserializeWithSeed,161,17,1
incubator-datasketches-java,heapifyUnion,28,26,0
incubator-datasketches-java,checkDQStoCompactEmptyForms,257,56,2
incubator-datasketches-java,checkCopySmall,4,4,0
incubator-datasketches-java,checkWrapBadFamily,71,27,0
incubator-datasketches-java,checkHeapifyEmptySketch,26,3,0
incubator-datasketches-java,heapSerializeDeserialize,49,21,1
incubator-datasketches-java,checkIllegalSetOpWrap,75,31,1
incubator-datasketches-java,checkBuilderAnotB_noMem,91,32,0
incubator-datasketches-java,serializeStringDeserialize,11,1,0
incubator-datasketches-java,checkZeroPad,4,3,0
incubator-datasketches-java,checkPMFonEmpty,6,6,0
incubator-datasketches-java,aNotBExactMode,40,7,0
incubator-datasketches-java,wrapAndTryUpdatingUnion,62,27,0
incubator-datasketches-java,directDisjointEstimationMode,120,15,1
incubator-datasketches-java,checkBufAllocAndCap,132,28,0
incubator-datasketches-java,resourceFileNotFound,1,1,0
incubator-datasketches-java,testUpdateBucketCallsCallback,125,4,0
incubator-datasketches-java,checkUbOnNumLevels,7,7,0
incubator-datasketches-java,errorTestZipfBigParam,89,10,0
incubator-datasketches-java,stringToLongs,0,0,1
incubator-datasketches-java,checkLgKcompute,4,1,0
incubator-datasketches-java,checkDoubleArr,36,9,1
incubator-datasketches-java,checkFastWrap,147,24,0
incubator-datasketches-java,nullAndEmpty,25,4,0
incubator-datasketches-java,checkPrimitiveUpdates,121,28,2
incubator-datasketches-java,checkExactIntersectionNoOverlap,323,29,2
incubator-datasketches-java,strongMergeTest,175,14,0
incubator-datasketches-java,doubleSummaryMaxMode,98,7,1
incubator-datasketches-java,frequentItemsByteResetAndEmptySerialTest,60,27,0
incubator-datasketches-java,checkPwr2LawExamples,2,1,0
incubator-datasketches-java,checkEvenlySpacedQuantilesException,2,2,0
incubator-datasketches-java,wrapAndTryUpdatingSketch,1,1,0
incubator-datasketches-java,checkQuickSelect1BasedIncludingZeros,10,1,1
incubator-datasketches-java,estimationModeLargeB,0,0,1
incubator-datasketches-java,emptyFromNonPublicConstructor,28,7,1
incubator-datasketches-java,checkAbnormalReturns,13,4,0
incubator-datasketches-java,checkSeedHash,232,8,0
incubator-datasketches-java,checkQuickSelectDbl0Based,9,1,1
incubator-datasketches-java,checkHeapifyNotCompactExcep,97,27,1
incubator-datasketches-java,checkUpperAndLowerBounds,109,32,4
incubator-datasketches-java,checkReadOnlyRebuildResize,8,3,0
incubator-datasketches-java,checkFreqLongsMemSerDe,60,26,0
incubator-datasketches-java,checkGrowFromWrappedEmptySketch,568,30,0
incubator-datasketches-java,checkNegativeHashes,69,16,0
incubator-datasketches-java,checkHeapQuickSelect,191,12,0
incubator-datasketches-java,checkFreqLongsMemDeSerExceptions,88,34,1
incubator-datasketches-java,checkLimitedMemoryScenarios2,5,3,0
incubator-datasketches-java,unionSmallSamplingSketch,1,1,0
incubator-datasketches-java,checkUnion4,210,39,1
incubator-datasketches-java,checkUnion5,97,30,1
incubator-datasketches-java,checkUnion6,15,2,1
incubator-datasketches-java,checkUnion7,25,9,0
incubator-datasketches-java,checkCopyWithinNativeOverlap,8,5,0
incubator-datasketches-java,checkUnion1,25,9,1
incubator-datasketches-java,checkEmptyUnionCompactOrderedResult,191,28,0
incubator-datasketches-java,checkNullMapReturns,2,2,0
incubator-datasketches-java,wrapAndTryUpdatingUpdateSketch,54,27,0
incubator-datasketches-java,updateOneTime,71,15,0
incubator-datasketches-java,checkGenerate,31,5,0
incubator-datasketches-java,unionEstimationMode,11,7,1
incubator-datasketches-java,deserializeFromMemoryUsupportedClass,23,20,0
incubator-datasketches-java,oneEntry,16,8,0
incubator-datasketches-java,heapifyCompactOrderedSketch,28,26,0
incubator-datasketches-java,forceResize,2,2,0
incubator-datasketches-java,checkReadOnlyByteBufferExcep,3,2,0
incubator-datasketches-java,toFrom2,0,0,2
incubator-datasketches-java,checkInvalidK,37,13,0
incubator-datasketches-java,toFrom1,0,0,2
incubator-datasketches-java,checkPreambleLongsCorruption,217,37,0
incubator-datasketches-java,checkFullDirectTableCatchesInfiniteLoop,3,1,1
incubator-datasketches-java,checkHeapifyAlphaCompactExcep,96,27,0
incubator-datasketches-java,checkExceptions,6,3,0
incubator-datasketches-java,checkIllegalSketchType,9,9,0
incubator-datasketches-java,unionExactMode,87,10,1
incubator-datasketches-java,serializeDeserializeEstimation,257,28,1
incubator-datasketches-java,HashMapRESerialTest,12,3,0
incubator-datasketches-java,checkIntArr,36,9,1
incubator-datasketches-java,checkLongArrExcep,1,1,0
incubator-datasketches-java,checkResetAndStartingSubMultiple,252,47,5
incubator-datasketches-java,check2ndCallAfterEmpty,146,28,2
incubator-datasketches-java,checkBadSerDeID,1,1,0
incubator-datasketches-java,wrongSizeKey,19,8,0
incubator-datasketches-java,longsToItems,46,23,1
incubator-datasketches-java,checkReadOnlyMemory,72,13,0
incubator-datasketches-java,checkCheckDirectMemCapacity,24,6,2
incubator-datasketches-java,checkCrossMemoryCopySmall,6,5,0
incubator-datasketches-java,checkGetStorageBytes2,34,25,0
incubator-datasketches-java,promotionTests,10,1,0
incubator-datasketches-java,compressionCharacterization,1,1,0
incubator-datasketches-java,updateDoubleSummary,2,1,0
incubator-datasketches-java,checkStaticEstimators,76,8,0
incubator-datasketches-java,checkFlags,3,3,0
incubator-datasketches-java,testHash,2,2,0
incubator-datasketches-java,checkGetInstanceExcep1,42,21,0
incubator-datasketches-java,checkExtracts,521,25,0
incubator-datasketches-java,longArrCheck,6,2,0
incubator-datasketches-java,testIntoByteArray,389,28,0
incubator-datasketches-java,checkDefaultBytes0to7,3,3,0
incubator-datasketches-java,exerciseDirectAux,33,2,0
incubator-datasketches-java,assertMergeTestPostcondition,0,0,1
incubator-datasketches-java,checkIfMultipleOf8AndGTzero,1,1,0
incubator-datasketches-java,checkGetCache,8,2,0
incubator-datasketches-java,simpleCountingSketch,18,9,1
incubator-datasketches-java,testSliceHeapByteBuffer,2,1,0
incubator-datasketches-java,checkNormalPutMemory,311,13,0
incubator-datasketches-java,checkUnionWithWrap,2,1,2
incubator-datasketches-java,offsetChecks,8,4,0
incubator-datasketches-java,checkSrcMemCorrupted1,1,1,0
incubator-datasketches-java,checkSrcMemCorrupted2,11,1,0
incubator-datasketches-java,checkReset,4,2,0
incubator-datasketches-java,merge,108,15,1
incubator-datasketches-java,checkBadSetAndGetValue,88,20,2
incubator-datasketches-java,checkPreLongsCheck,4,1,0
incubator-datasketches-java,checkOverflow,119,29,0
incubator-datasketches-java,meEmptyOtherEstBiggerSmaller,4,1,1
incubator-datasketches-java,checkMemSerDeExceptions,229,39,1
incubator-datasketches-java,testFromFields,15,3,0
incubator-datasketches-java,checkCombBufItemCapacity,17,16,0
incubator-datasketches-java,intersectionDisjointEstimationMode,79,12,0
incubator-datasketches-java,checkSetClearMemoryRegions,7,4,0
incubator-datasketches-java,checkNullsEmpties,36,9,0
incubator-datasketches-java,checkErrorBounds,129,36,5
incubator-datasketches-java,floorLog2,82,9,0
incubator-datasketches-java,checkGrowSpace,127,9,0
incubator-datasketches-java,checkImproperKvalues,3,2,0
incubator-datasketches-java,checkDuplicatesAndMisc,41,7,0
incubator-datasketches-java,checkHeapify,322,34,3
incubator-datasketches-java,checkDeprecatedCopyCrossNativeSmall,9,3,0
incubator-datasketches-java,checkAnotBnotC_sameMemory,131,27,1
incubator-datasketches-java,checkPinnedBin,20,4,1
incubator-datasketches-java,mergingValidationCheck,1,1,1
incubator-datasketches-java,checkStreamErrors2,1,1,0
incubator-datasketches-java,checkIsLessThanUnsigned,18,3,0
incubator-datasketches-java,validSketchType,31,16,0
incubator-datasketches-java,checkSerVer1_tooSmall,42,3,0
incubator-datasketches-java,checkHQStoCompactEmptyForms,196,52,1
incubator-datasketches-java,oneItem,70,14,0
incubator-datasketches-java,checkWrapEstNoOverlapOrderedMemIn,270,28,1
incubator-datasketches-java,checkLongArray,1,1,0
incubator-datasketches-java,checkFullFastDirectTableCatchesInfiniteLoop,9,1,1
incubator-datasketches-java,checkSerVer2_3PreLongs_Empty,40,2,1
incubator-datasketches-java,testHashCodeAndEquals,1,1,0
incubator-datasketches-java,checkAlternateLgK,2,1,0
incubator-datasketches-java,checkUnionQuantiles,42,21,0
incubator-datasketches-java,checkEstUnionNoOverlap,252,31,2
incubator-datasketches-java,forceDeletesAndReuse,9,2,0
incubator-datasketches-java,checkPrintMemData,123,31,0
incubator-datasketches-java,checkExactHarmonicNumbers,3,3,0
incubator-datasketches-java,testPositionOfLowestZeroBitStartingAt,1,1,0
incubator-datasketches-java,checkListInputUpdate,24,15,0
incubator-datasketches-java,checkToBytesDouble,0,0,1
incubator-datasketches-java,checkNumRetainedAboveLevelZero,1,1,0
incubator-datasketches-java,heapEstimationModeFullOverlapTwoValuesAndDownsizing,71,17,0
incubator-datasketches-java,checkSerVer1_badPrelongs,14,2,0
incubator-datasketches-java,checkFunSketch,18,3,0
incubator-datasketches-java,checkInsertExtractPreLongs,2,1,0
incubator-datasketches-java,heapifyAndUpdateUnion,0,0,1
incubator-datasketches-java,basicUnion,0,0,2
incubator-datasketches-java,checkSizeTooSmall,237,36,0
incubator-datasketches-java,checkDirectMemory,4,1,0
incubator-datasketches-java,realCountsInBounds,1,1,0
incubator-datasketches-java,invalidSamplingProbability,2,2,0
incubator-datasketches-java,heapDeserializeV0_9_1,58,6,0
incubator-datasketches-java,checkNativeBaseBound,5,2,0
incubator-datasketches-java,checkGrowCombinedBuffer,26,2,0
incubator-datasketches-java,checkSerVer2_Empty,7,1,0
incubator-datasketches-java,heapExactModeCustomSeed,35,3,0
incubator-datasketches-java,checkValidSetOpID,19,6,0
incubator-datasketches-java,setOpsExample,72,9,0
incubator-datasketches-java,toStringCrudeCheck,98,47,0
incubator-datasketches-java,checkToBytesIntArr,0,0,1
incubator-datasketches-java,checkUpdateNibble,22,22,0
incubator-datasketches-java,checkForDruidBug,0,0,1
incubator-datasketches-java,checkCeilingPowerOf2double,18,3,0
incubator-datasketches-java,toByteArray_Heapify,98,5,0
incubator-datasketches-java,toStringBiggerCheck,9,9,1
incubator-datasketches-java,testDbl2,0,0,1
incubator-datasketches-java,deserializeWithWrongSeed,124,17,0
incubator-datasketches-java,checkGoodSerDeId,42,21,0
incubator-datasketches-java,testDbl3,0,0,1
incubator-datasketches-java,checkUnionEarlyStop,63,11,1
incubator-datasketches-java,checkByteBufferDirectAccess,2,1,0
incubator-datasketches-java,checkThetaAndLgArrLongs,153,34,2
incubator-datasketches-java,checkNullByteArray,4,4,0
incubator-datasketches-java,meNullOtherEstBiggerSmaller,1,1,1
incubator-datasketches-java,streamingMain,25,5,0
incubator-datasketches-java,oneKeyOneEntry,8,4,0
incubator-datasketches-java,misc,234,17,0
incubator-datasketches-java,checkExactModeMemoryArr,79,34,2
incubator-datasketches-java,checkUnion3Direct,121,28,1
incubator-datasketches-java,checkHeapifyIllegalFamilyID_heapify,112,33,0
incubator-datasketches-java,checkUnionCutbackToK,20,1,0
incubator-datasketches-java,checkInits,131,2,0
incubator-datasketches-java,checkUnionUpdateLogic2Direct,3,1,1
incubator-datasketches-java,checkConfigKLimits,0,0,1
incubator-datasketches-java,checkWrapEstNoOverlap,178,28,1
incubator-datasketches-java,checkIntersectionNoOverlap,36,9,1
incubator-datasketches-java,mergeExact,4,2,0
incubator-datasketches-java,frequentItemsStringSerialTest,36,4,0
incubator-datasketches-java,checkBadFamilyID,17,5,0
incubator-datasketches-java,checkAnotBNoOverlap,36,9,1
incubator-datasketches-java,heapToDirectExactTwoDoubles,87,19,2
incubator-datasketches-java,differentEmptySmallerK,54,24,1
incubator-datasketches-java,resourceBytesFileNotFound,1,1,0
incubator-datasketches-java,boundsExample,24,11,0
incubator-datasketches-java,checkUnionUpdateLogicDirect,37,16,0
incubator-datasketches-java,construct,1,1,0
incubator-datasketches-java,testFilterFilledSketchShouldFilterOutElements,7,3,0
incubator-datasketches-java,noSupportHeapifyV0_9_1,12,6,0
incubator-datasketches-java,emptyFromNonPublicConstructorNullArray,26,6,1
incubator-datasketches-java,checkSerialization,188,34,0
incubator-datasketches-java,checkRebuild,170,36,5
incubator-datasketches-java,growAndShrink,5,2,2
incubator-datasketches-java,checkToLongsByteArr,0,0,1
incubator-datasketches-java,checkIntersectionFullOverlap,36,9,1
incubator-datasketches-java,testHashInsertOnlyWithStride,3,3,0
incubator-datasketches-java,kTooSmall,2,1,0
incubator-datasketches-java,unionWrapped,14,7,0
incubator-datasketches-java,checkPrintln,2,2,0
incubator-datasketches-java,checkBadFamily,353,42,0
incubator-datasketches-java,serializeDeserializeLong,44,23,1
incubator-datasketches-java,checkEmptyUnion,46,20,0
incubator-datasketches-java,checkRelativeError,63,22,0
incubator-datasketches-java,checkExactUnionWithOverlap,256,31,2
incubator-datasketches-java,testPwrLaw,4,1,0
incubator-datasketches-java,realCountsInBoundsAfterMerge,202,14,0
incubator-datasketches-java,checkSerVer2_2PreLongs_1Value,26,2,1
incubator-datasketches-java,checkWriteReadPairs,6,3,0
incubator-datasketches-java,checkHashArrayInsert,6,3,0
incubator-datasketches-java,negative_int_equivalence,3,3,0
incubator-datasketches-java,FETest,68,13,0
incubator-datasketches-java,itemsToLongs,47,24,1
incubator-datasketches-java,checkToBytesCharArr,0,0,1
incubator-datasketches-java,wrapSparseSketch,6,2,0
incubator-datasketches-java,checkCopyCrossRegionsSameNative,4,4,0
incubator-datasketches-java,testSerDe,60,20,0
incubator-datasketches-java,buildAndCompact,14,7,0
incubator-datasketches-java,FrequentItemsByteSerialTest,33,4,0
incubator-datasketches-java,checkDeprecated1,124,43,1
incubator-datasketches-java,checkCheckPreamble,183,9,0
incubator-datasketches-java,checkBuilderIllegalPhi,6,6,0
incubator-datasketches-java,checkConstructAuxiliary,55,24,0
incubator-datasketches-java,checkCopyWithinRegionOverlapAssert,9,5,0
incubator-datasketches-java,checkBuilderValidP,5,5,0
incubator-datasketches-java,checkEmptyNullRules,84,4,0
incubator-datasketches-java,checkBufAllocAndCap2,47,10,0
incubator-datasketches-java,checkDirectUnionExample,55,27,0
incubator-datasketches-java,checkMemTooSmall,137,29,1
incubator-datasketches-java,checkBuilderBadFamily,9,9,0
incubator-datasketches-java,mergeEmptyLowerK,111,8,0
incubator-datasketches-java,printArr,0,0,2
incubator-datasketches-java,directSketchSouldMoveOntoHeapEventually,12,3,0
incubator-datasketches-java,wrapCompactUnorderedSketch,28,26,0
incubator-datasketches-java,checkSameResource4,2,1,0
incubator-datasketches-java,checkWriteReadBytes,1,1,0
incubator-datasketches-java,checkEmptyRules,160,14,0
incubator-datasketches-java,checkCorruptSerializedWeight,185,25,0
incubator-datasketches-java,checkUpdateMemory,83,29,1
incubator-datasketches-java,checkHeapifyMemoryEstimating,364,45,5
incubator-datasketches-java,checkEmptyCouponMisc,2,1,2
incubator-datasketches-java,nullAndEmptyInputsToNonEmptyUnion,4,2,0
incubator-datasketches-java,checkFullSketchSerialization,147,26,0
incubator-datasketches-java,checkWrapEstNoOverlapOrderedDirectIn,490,30,2
incubator-datasketches-java,check083_1000,1,1,0
incubator-datasketches-java,checkAlphaToCompactEmptyForms,129,47,1
incubator-datasketches-java,wrapUnionFromCompact,68,37,0
incubator-datasketches-java,checkBuilds,120,46,1
incubator-datasketches-java,checkGetResult,222,26,2
incubator-datasketches-java,checkWrapToHeapifyConversion1,158,33,0
incubator-datasketches-java,checkDownSamplingMergeIntoUnequalKs,1,1,0
incubator-datasketches-java,checkUpdateMemorySpecialCases2,305,26,2
incubator-datasketches-java,checkHiBitPos,1,1,0
incubator-datasketches-java,checkUpdateException,6,5,0
incubator-datasketches-java,checkDoubleUpdate,10,1,0
incubator-datasketches-java,checkCopyWithinNativeSmall,4,4,0
incubator-datasketches-java,checkToLongsDouble,0,0,1
incubator-datasketches-java,ErrorCorrect,1,1,0
incubator-datasketches-java,checkHeapifyByteArrayEstimating,349,37,5
incubator-datasketches-java,checkPreLongsFlagsCap,4,3,0
incubator-datasketches-java,checkAlphaToCompactForms,123,40,1
incubator-datasketches-java,checkPutCombinedBuffer,39,17,0
incubator-datasketches-java,nullInput,5,4,1
incubator-datasketches-java,checkEmpty,308,45,2
incubator-datasketches-java,checkInsertsAndExtracts,2668,55,0
incubator-datasketches-java,nullInSplitPoints,4,4,0
incubator-datasketches-java,checkAlphaIncompatibleWithMem,104,27,0
incubator-datasketches-java,checkWriteReadUnary,2,1,0
incubator-datasketches-java,checkInputStdDev2,3,1,0
incubator-datasketches-java,preambleToString,286,18,0
incubator-datasketches-java,bigSketches,9,1,3
incubator-datasketches-java,checkVersionConversionWithEmptyGadget,242,34,2
incubator-datasketches-java,checkIllegalMethods,20,9,0
incubator-datasketches-java,checkResultAndReset,14,7,0
incubator-datasketches-java,intersectionExactWithNull,9,7,1
incubator-datasketches-java,checkBadMemoryAlloc,13,4,0
incubator-datasketches-java,checkTrailingZerosSpeed,0,0,1
incubator-datasketches-java,testEstimation,147,13,0
incubator-datasketches-java,checkResultAndResetDirect,4,2,0
incubator-datasketches-java,checkEstimatingIntersect,170,28,2
incubator-datasketches-java,checkNull_CNT0_THLT1,2,1,0
incubator-datasketches-java,updateWithDoubleValueOnly,8,6,0
incubator-datasketches-java,checkSketchInterface,1,1,0
incubator-datasketches-java,testHashInsertOnlyMemoryWithStride,49,19,0
incubator-datasketches-java,directSerializeDeserialize,180,18,1
incubator-datasketches-java,checkExceptionMinSize,81,28,0
incubator-datasketches-java,checkSparseBin,15,5,1
incubator-datasketches-java,checkEmptyMemory,7,7,0
incubator-datasketches-java,checkStorageSize,2,1,0
incubator-datasketches-java,checkAux,0,0,1
incubator-datasketches-java,checkMemExceptions,100,40,1
incubator-datasketches-java,checkUnion5Direct,92,28,1
incubator-datasketches-java,checkSerVer2_2PreLongs_Empty,46,2,1
incubator-datasketches-java,checkCheckArgs,24,8,0
incubator-datasketches-java,shuffle,0,0,2
incubator-datasketches-java,checkDefaultBytes0to5,1,1,0
incubator-datasketches-java,checkKisOne,26,4,0
incubator-datasketches-java,serializeSamplingUnion,27,10,0
incubator-datasketches-java,checkRegionCapacityAndFree,1,1,0
incubator-datasketches-java,checkWrapIllegalFamilyID_wrap,112,33,0
incubator-datasketches-java,serializeDeserializeEstimationNoResize,99,19,2
incubator-datasketches-java,assertMergeTestPrecondition,0,0,1
incubator-datasketches-java,checkSerToMem,6,1,0
incubator-datasketches-java,checkOne,0,0,1
incubator-datasketches-java,checkSketchesExceptionWithThrowable,18,3,0
incubator-datasketches-java,checkLimitedMemoryWithP,4,3,0
incubator-datasketches-java,checkIntoByteArray,1,1,0
incubator-datasketches-java,checkJaccardExactMode,13,3,0
incubator-datasketches-java,checkLoadMemory,2,1,0
incubator-datasketches-java,checkToBytesLongArr,0,0,1
incubator-datasketches-java,checkUnion2,26,13,1
incubator-datasketches-java,checkAnotBFullOverlap,36,9,1
incubator-datasketches-java,CompressionCharacterization,0,0,1
incubator-datasketches-java,checkUnion3,131,31,1
incubator-datasketches-java,incompatibleSeeds,3,1,0
incubator-datasketches-java,testMake,2,1,0
incubator-datasketches-java,manyItemsEstimationMode,117,16,0
incubator-datasketches-java,checkBadPreLongs,368,40,1
incubator-datasketches-java,check080_1000,1,1,0
incubator-datasketches-java,checkBuilderGets,2,1,0
incubator-datasketches-java,checkAnotBBadArguments,12,1,0
incubator-datasketches-java,checkIterator,2,1,0
incubator-datasketches-java,check1stCall,248,34,2
incubator-datasketches-java,checkAsIntCornerCaseIntNull,1,1,0
incubator-datasketches-java,serializeLongDeserialize,57,29,1
incubator-datasketches-java,checkBadSerVer,905,72,7
incubator-datasketches-java,checkCorruptLgNomLongs,68,35,1
incubator-datasketches-java,testHashCorruption,5,5,0
incubator-datasketches-java,checkMinReqBytes,79,28,2
incubator-datasketches-java,checkNotOrdered,31,4,0
incubator-datasketches-java,checkUbLb,0,0,2
incubator-datasketches-java,checkWrapNullEmpty2,128,33,1
incubator-datasketches-java,aNotBEmpty,18,7,0
incubator-datasketches-java,variousExceptions,100,26,0
incubator-datasketches-java,doubleSummaryMinMode,94,7,1
incubator-datasketches-java,checkInvalidWeight,12,12,0
incubator-datasketches-java,checkSketchCapacity,147,29,0
incubator-datasketches-java,checkCrossTypeHashConsistency,24,3,0
incubator-datasketches-java,checkSerVer,103,46,0
incubator-datasketches-java,checkStandardMergeNoCopy,194,31,0
incubator-datasketches-java,simpleCheckPostProcessing,24,6,0
incubator-datasketches-java,checkMustReplace,12,7,0
incubator-datasketches-java,checkBuilderIllegalPlo,6,6,0
incubator-datasketches-java,fromQuickSelectSketchNotEnoughMemory,61,16,0
incubator-datasketches-java,check060_1000,1,1,0
incubator-datasketches-java,checkCopyCrossNativeLarge,4,4,0
incubator-datasketches-java,deserializeOneItemV1,2,1,0
incubator-datasketches-java,errorTestZipfSmallParam,90,10,0
incubator-datasketches-java,heapDisjointEstimationMode,0,0,1
incubator-datasketches-java,compressionCheck,13,1,0
incubator-datasketches-java,checkWrapNotCompactExcep,106,27,1
incubator-datasketches-java,incompatibleSeedA,1,1,0
incubator-datasketches-java,checkToLongsCharArr,0,0,1
incubator-datasketches-java,incompatibleSeedB,1,1,0
incubator-datasketches-java,stringToInts,0,0,1
incubator-datasketches-java,checkHeapifyIllegalSketchID_UpdateSketch,2,2,0
incubator-datasketches-java,checkWriteReadBytes65,1,1,0
incubator-datasketches-java,getMaxSerializedSizeBytes,7,7,0
incubator-datasketches-java,checkFamilyID,199,42,0
incubator-datasketches-java,nullKey,23,8,0
incubator-datasketches-java,checkVer2FamilyException,164,33,1
incubator-datasketches-java,hashMapSerialTest,7,2,0
incubator-datasketches-java,checkIntersectionBadArguments,51,10,0
incubator-datasketches-java,checkFieldError,1,1,0
incubator-datasketches-java,checkFamily,133,33,0
incubator-datasketches-java,checkBackgroundPropagation,101,11,2
incubator-datasketches-java,exactModeFromQuickSelectSketch,149,23,3
incubator-datasketches-java,checkNumValidLevels,2,2,0
incubator-datasketches-java,checkSameResource5,4,1,0
incubator-datasketches-java,checkDownsampledUpdate,164,34,2
incubator-datasketches-java,checkHeapifyUnsortedCompactV2,121,24,0
incubator-datasketches-java,checkSameResource1,2,1,0
incubator-datasketches-java,checkSameResource2,4,1,0
incubator-datasketches-java,checkSameResource3,4,1,0
incubator-datasketches-java,checkToLongsLongArr,0,0,1
incubator-datasketches-java,checkSetOpMethods,119,36,0
incubator-datasketches-java,checkMergeIntoEqualKs,6,2,0
incubator-datasketches-java,checkUnionBadArguments,2,1,0
incubator-datasketches-java,checkToStringDetail,20,13,0
incubator-datasketches-java,checkNullException,3,1,0
incubator-datasketches-java,checkQuickSelectDbl1BasedExcludingZeros,6,1,1
incubator-datasketches-java,serializeDeserializeString,43,22,0
incubator-datasketches-java,oneKeyTwoValues,18,8,0
incubator-datasketches-java,checkGetFrequentItems1,82,20,0
incubator-datasketches-java,checkNativeNotAllocatedMemory,1,1,0
incubator-datasketches-java,checkThetaLimits1,7,7,0
incubator-datasketches-java,serializeDeserializeOneItem,0,0,1
incubator-datasketches-java,checkWrap,286,28,1
incubator-datasketches-java,checkStartingSubMultiple,15,3,0
incubator-datasketches-java,testHashAndThetaCorruption1,8,5,0
incubator-datasketches-java,testHashAndThetaCorruption3,4,4,0
incubator-datasketches-java,testHashAndThetaCorruption2,4,4,0
incubator-datasketches-java,checkAuxPosOfPhi,37,7,0
incubator-datasketches-java,testIt,71,29,0
incubator-datasketches-java,testDownSampling3withMem,134,31,1
incubator-datasketches-java,wrapAndTryUpdatingUnionEstimationMode,0,0,1
incubator-datasketches-java,testEmptyToByteArray,94,12,0
incubator-datasketches-java,duplicateEntry,17,8,0
incubator-datasketches-java,checkComputeBaseBufferCount,5,4,0
incubator-datasketches-java,checkToStringEmpty,49,34,0
incubator-datasketches-java,noSupportWrapV0_9_1,2,1,0
incubator-datasketches-java,checkEvenlySpacedQuantiles,3,1,0
incubator-datasketches-java,checkBadFamilyName,9,9,0
incubator-datasketches-java,manyKeys,32,9,0
incubator-datasketches-java,checkLongUpdate,9,1,0
incubator-datasketches-java,checkWritableWrapOfCompact,3,3,0
incubator-datasketches-java,testDownSampling4,88,21,0
incubator-datasketches-java,serializeDeserializeDouble,43,22,1
incubator-datasketches-java,testDownSampling2,76,20,0
incubator-datasketches-java,testDownSampling3,110,28,1
incubator-datasketches-java,checkgetInstanceString,1,1,0
incubator-datasketches-java,checkToString,414,98,1
incubator-datasketches-java,checkIntArray,1,1,0
incubator-datasketches-java,checkCopyLarge,4,4,0
incubator-datasketches-java,checkHeapQSSketch,1,1,1
incubator-datasketches-java,checkCopyCrossNativeAndByteArray,4,4,0
incubator-datasketches-java,checkUBlimits4,22,12,0
incubator-datasketches-java,checkUBlimits0,21,11,0
incubator-datasketches-java,checkBytesToString,1,1,0
incubator-datasketches-java,check030_50,1,1,0
incubator-datasketches-java,testReadFailAfterFree,15,4,0
incubator-datasketches-java,testSharedPreambleTooLarge,1,1,0
incubator-datasketches-java,estimation,74,18,0
incubator-datasketches-java,genSparseSketch,2,2,0
incubator-datasketches-java,charArrChecks,0,0,1
incubator-datasketches-java,checkImproperBuild,4,1,0
incubator-datasketches-java,unionIdenticalSamplingSketches,6,2,0
incubator-datasketches-java,realCountsInBoundsCU,1,1,0
incubator-datasketches-java,checkPowerOf2,1,1,0
incubator-datasketches-java,sampling,39,18,3
incubator-datasketches-java,FrequentItemsStringSerialTest,35,3,0
incubator-datasketches-java,checkMemDeSerExceptions,227,37,1
incubator-datasketches-java,checkFreqLongsStringDeSerExceptions,32,8,0
incubator-datasketches-java,directExactWithEmpty,120,15,1
incubator-datasketches-java,checkComputeSize,17,17,0
incubator-datasketches-java,checkCase14,1,1,2
incubator-datasketches-java,checkToHexStringAllMem,7,4,0
