iter	Logloss
113	0.3738114835
114	0.3722720116
115	0.3707227195
116	0.3692094241
117	0.367459311
118	0.3661027074
119	0.3652189889
120	0.3639636815
121	0.3630738898
122	0.3621240613
123	0.3612252323
124	0.3599965598
125	0.3589945892
126	0.3584532303
127	0.3566971203
128	0.3553083869
129	0.3535549908
130	0.3525475721
131	0.3516407756
132	0.3508055049
133	0.3499327277
134	0.3483571745
135	0.3469563829
136	0.3462938276
137	0.3452807739
138	0.344464971
139	0.3433957215
140	0.3418436785
141	0.3408224739
142	0.3394597278
143	0.3384938543
144	0.337735531
145	0.3368975364
146	0.3358812662
147	0.3349994268
148	0.334144648
149	0.3332334261
150	0.3321775498
151	0.3315141583
152	0.3305201931
153	0.3295313705
154	0.3286603511
155	0.3275773581
156	0.3269400241
157	0.3257897684
158	0.3250917509
159	0.3245266905
160	0.3235364341
161	0.3227127703
162	0.3218448698
163	0.3211039195
164	0.3200429099
165	0.31910266
166	0.3178411592
167	0.3170217132
168	0.3157471756
169	0.3150654107
170	0.3141965775
171	0.3132510012
172	0.3122731627
173	0.3109789024
174	0.3098865023
175	0.3092326178
176	0.3079806224
177	0.3066922599
178	0.3059792415
179	0.3051454051
180	0.3042557292
181	0.3033234971
182	0.3025202389
183	0.3021093266
184	0.3014574314
185	0.3005467883
186	0.2997064256
187	0.298765696
188	0.2975657828
189	0.2967780935
190	0.2959601779
191	0.2952684984
192	0.2946813111
193	0.2937713512
194	0.2929896673
195	0.2920446006
196	0.2912699646
197	0.2905130165
198	0.2894970664
199	0.2888666966
200	0.287558352
201	0.2868695887
202	0.2863211822
203	0.2855163748
204	0.2844040457
205	0.2838693677
206	0.2834421673
207	0.2823091785
208	0.2813374979
209	0.280464391
210	0.2799065613
211	0.2790583009
212	0.2784982577
213	0.2781174043
214	0.2773261612
215	0.2765894222
216	0.2754899105
217	0.2747673637
218	0.2740479112
219	0.2734450954
220	0.2728149648
221	0.2720608641
222	0.2712739498
223	0.2703247003
224	0.2697513502
225	0.2688963306
226	0.2683596222
227	0.2672174477
228	0.2665371917
229	0.2657654928
230	0.2647428983
231	0.2642109081
232	0.2635223042
233	0.2627602459
234	0.262314483
235	0.2618505945
236	0.2613434397
237	0.2606279409
238	0.2597906812
239	0.2590486294
240	0.2581974974
241	0.2577230008
242	0.2568758133
243	0.2561924087
244	0.2553538769
245	0.2546363009
246	0.2539209474
247	0.2532910643
248	0.2527550773
249	0.2519344605
250	0.2512497358
251	0.2504689189
252	0.2497700486
253	0.2490695593
254	0.2481407966
255	0.2476742262
256	0.246769403
257	0.2462346523
258	0.2454478207
259	0.2447601107
260	0.2441395574
261	0.2432665181
262	0.2422439334
263	0.2417607029
264	0.240829814
265	0.2401590249
266	0.2394760747
267	0.2390959671
268	0.2383039514
269	0.237422631
270	0.2367154735
271	0.2359168796
272	0.2350648444
273	0.2345874692
274	0.2339589666
275	0.2331285371
276	0.2326026263
277	0.2320666916
278	0.231356197
279	0.230729063
280	0.230158653
281	0.2294399255
282	0.2284910683
283	0.2276276713
284	0.2268452268
285	0.2263128633
286	0.2255239113
287	0.2249041133
288	0.2243643403
289	0.2237740215
290	0.2232380796
291	0.2226104018
292	0.2220848794
293	0.2215244424
294	0.2208582591
295	0.2203847191
296	0.2199059096
297	0.2193630807
298	0.2187302527
299	0.2179470806
300	0.2172628086
301	0.2165159031
302	0.2158552661
303	0.2152413812
304	0.2146865479
305	0.2142387789
306	0.2135566105
307	0.2130716548
308	0.2122264938
309	0.2117275261
310	0.2113602848
311	0.2107084264
312	0.2099661133
313	0.2091345439
314	0.2085515122
315	0.2078631697
316	0.2072837399
317	0.2066025746
318	0.2058356171
319	0.2052595605
320	0.2046729185
321	0.2041772745
322	0.2036064893
323	0.2031384965
324	0.2024239928
325	0.2018585459
326	0.2014133316
327	0.2009751792
328	0.200497988
329	0.199963356
330	0.1992676236
331	0.1985966397
332	0.1980671572
333	0.1975331394
334	0.1970494224
335	0.1964199784
336	0.195859457
337	0.1952740031
338	0.1946722596
339	0.1940867466
340	0.1937428581
341	0.1932247187
342	0.1927871354
343	0.1922158539
344	0.1920442725
345	0.1916646862
346	0.1911800747
347	0.1905430449
348	0.1901148684
349	0.1895949507
350	0.1890223678
351	0.1884342207
352	0.1878114304
353	0.1874004461
354	0.1868915574
355	0.1864322618
356	0.1858160783
357	0.1855001169
358	0.1851104901
359	0.1847000948
360	0.184050362
361	0.1835738267
362	0.1831949113
363	0.1826732457
364	0.1822603979
365	0.1819241416
366	0.1815188045
367	0.1808516833
368	0.1804471463
369	0.1803125026
370	0.1801794912
371	0.1797126101
372	0.1793500547
373	0.1788757731
374	0.1784213507
375	0.1780336806
376	0.1775496436
377	0.1771515992
378	0.1767915965
379	0.176393418
380	0.1759570053
381	0.1756070483
382	0.1754422971
383	0.1749148566
384	0.1746269389
385	0.1741730968
386	0.1738262316
387	0.1732139841
388	0.1727418173
389	0.1723300017
390	0.1718067287
391	0.1714645122
392	0.1710235359
393	0.1709142049
394	0.1707991985
395	0.1704654112
396	0.1699516598
397	0.1698332442
398	0.1693537747
399	0.1689533995
400	0.1685933567
401	0.1681873872
402	0.1678750228
403	0.1675188604
404	0.1671882925
405	0.167007302
406	0.1667008102
407	0.1663546075
408	0.1659887308
409	0.1655144237
410	0.1651373405
411	0.1648544924
412	0.1644069097
413	0.164267442
414	0.1641230892
415	0.1638194685
416	0.1635052965
417	0.1631913968
418	0.1627623589
419	0.1623688838
420	0.1620423087
421	0.1618027907
422	0.1611760871
423	0.1610845234
424	0.160676039
425	0.1605067624
426	0.1604034026
427	0.1600614992
428	0.1596582662
429	0.159346463
430	0.1592447892
431	0.159141531
432	0.1587841021
433	0.1585025977
434	0.1584273064
435	0.1580245543
436	0.157667463
437	0.1573524014
438	0.1568847243
439	0.1564347458
440	0.1560155489
441	0.1559231759
442	0.1558303918
443	0.1554883115
444	0.1553938324
445	0.1550545372
446	0.1549775709
447	0.1546174819
448	0.1542712434
449	0.153919915
450	0.1538391614
451	0.1534825826
452	0.1531716103
453	0.1528989188
454	0.1526008634
455	0.1525199531
456	0.1521591343
457	0.1519348086
458	0.1517993671
459	0.1514595425
460	0.151399777
461	0.1511520448
462	0.1508902605
463	0.1506331533
464	0.1502681088
465	0.1498881677
466	0.1495976207
467	0.1495252318
468	0.149463113
469	0.1491647694
470	0.1488484442
471	0.1486063224
472	0.1483142963
473	0.1479576094
474	0.1476068278
475	0.1475420182
476	0.147422637
477	0.1471162152
478	0.1468310226
479	0.1467683193
480	0.146675328
481	0.1463955197
482	0.1463321841
483	0.1462794175
484	0.1460117881
485	0.1458078218
486	0.1456661082
487	0.1454473455
488	0.1450341567
489	0.1449346399
490	0.1446356116
491	0.1442475793
492	0.1441792196
493	0.1440998332
494	0.1438153218
495	0.1437555954
496	0.1434059847
497	0.1431374912
498	0.1430143981
499	0.1427347045
500	0.1424818503
501	0.1422119645
502	0.1420700209
503	0.1419956724
504	0.1419392451
505	0.1417831118
506	0.1414751983
507	0.1411151429
508	0.1410512183
509	0.1408062778
510	0.1404918556
511	0.1402180654
512	0.1400993569
513	0.1400331465
514	0.1398725421
515	0.1396078371
516	0.1392833776
517	0.139214828
518	0.1391410111
519	0.13878827
520	0.1385717407
521	0.1384224928
522	0.1383504707
523	0.1380864148
524	0.1378323602
525	0.1377787008
526	0.137518352
527	0.137472258
528	0.1374174588
529	0.1371043466
530	0.1369049836
531	0.1367363363
532	0.1364649426
533	0.1360950998
534	0.1359967158
535	0.1357737391
536	0.1354499414
537	0.135357579
538	0.1352872773
539	0.1352362564
540	0.1347574323
541	0.1344655178
542	0.1340614486
543	0.1338955081
544	0.1336134225
545	0.1334417279
546	0.1330042595
547	0.1326606763
548	0.1325607888
549	0.1325029109
550	0.1322891098
551	0.1322393275
552	0.1321812281
553	0.1318944522
554	0.1318462757
555	0.13158284
556	0.13151318
557	0.1312762047
558	0.1309968983
559	0.1307299021
560	0.1305057442
561	0.13037753
562	0.1303047087
563	0.1299209759
564	0.1296944603
565	0.1294734299
566	0.1294153622
567	0.1292432672
568	0.1289942979
569	0.128781576
570	0.1285600285
571	0.128382026
572	0.1283162976
573	0.1280341935
574	0.1279826689
575	0.1279357128
576	0.1277605633
577	0.1277143512
578	0.1275175712
579	0.127322638
580	0.1272223495
581	0.1270665569
582	0.1270028
583	0.1268031645
584	0.1263944163
585	0.1263231997
586	0.1262687576
587	0.1262259603
588	0.125997289
589	0.1258119295
590	0.1255606788
591	0.1255172644
592	0.1254283532
593	0.125237623
594	0.1250836549
595	0.124857017
596	0.1246198851
597	0.1244646608
598	0.1244227336
599	0.1242656888
600	0.1241776339
601	0.124092978
602	0.124034306
603	0.1238129313
604	0.1236343861
605	0.1234153315
606	0.1233609855
607	0.1231406491
608	0.1231038105
609	0.1229193882
610	0.1226695349
611	0.122518451
612	0.1223299302
613	0.1221087247
614	0.1220243445
615	0.1219799692
616	0.1217893778
617	0.1216224879
618	0.1212643655
619	0.1211955654
620	0.1209767004
621	0.120791776
622	0.1207233298
623	0.1205827958
624	0.1205507644
625	0.1203505425
626	0.1202938028
627	0.1202471425
628	0.1201004729
629	0.1199292189
630	0.119892003
631	0.1197864976
632	0.1195156929
633	0.1193054526
634	0.1191146141
635	0.1190708536
636	0.118913159
637	0.1186833893
638	0.1185176322
639	0.1184832759
640	0.1182308031
641	0.1181413056
642	0.1179426058
643	0.1177177812
644	0.117587454
645	0.1173674157
646	0.1172093229
647	0.1170537356
648	0.1170088913
649	0.1169689268
650	0.1168882383
651	0.1168371545
652	0.1166179499
653	0.1164614004
654	0.1164254838
655	0.1162844876
656	0.1161006377
657	0.115963023
658	0.1158564513
659	0.1157914199
660	0.1157600528
661	0.1155545486
662	0.115379843
663	0.1151786302
664	0.1150176889
665	0.1149580422
666	0.1148043931
667	0.114753003
668	0.11459621
669	0.1143258765
670	0.1142869336
671	0.1140003623
672	0.1139298641
673	0.1138843876
674	0.1136928483
675	0.1135736295
676	0.113333066
677	0.1131845994
678	0.1129301577
679	0.1128047732
680	0.1127640533
681	0.112523298
682	0.1124838274
683	0.1123315601
684	0.1123001318
685	0.1122549304
686	0.1120970283
687	0.1118986389
688	0.1117138846
689	0.111531999
690	0.1114910087
691	0.1113273175
692	0.1112937775
693	0.1111462347
694	0.1109585298
695	0.1109122661
696	0.1108672835
697	0.1106366296
698	0.1104253552
699	0.1102306162
700	0.1100182376
701	0.1099505547
702	0.1098078446
703	0.1097463996
704	0.1096886134
705	0.109653358
706	0.1095978021
707	0.1093934835
708	0.1092178664
709	0.1090005473
710	0.1088076891
711	0.108551304
712	0.1085166405
713	0.1083419991
714	0.1083118034
715	0.1080927061
716	0.1078689466
717	0.1078305129
718	0.1077812048
719	0.1077454531
720	0.1076970939
721	0.1076603033
722	0.1074634026
723	0.1072736154
724	0.1072328423
725	0.107096779
726	0.1069442742
727	0.1067910437
728	0.1067230762
729	0.1066125883
730	0.1065864472
731	0.1064540818
732	0.1063031958
733	0.1061784682
734	0.1060107884
735	0.1058586246
736	0.1057628377
737	0.105722284
738	0.1056746346
739	0.1056317565
740	0.105597061
741	0.1054477231
742	0.1054067737
743	0.1052704482
744	0.1051060487
745	0.1050174085
746	0.1049832147
747	0.1048616322
748	0.1048305107
749	0.1048052475
750	0.1047699215
751	0.1047346432
752	0.1045899105
753	0.1044023095
754	0.1042342662
755	0.1042035314
756	0.1040647209
757	0.1039558542
758	0.1039160623
759	0.1038773957
760	0.103742234
761	0.1035762077
762	0.1035392934
763	0.1034993919
764	0.1033300266
765	0.1032855017
766	0.1031451744
767	0.1029816876
768	0.1029569086
769	0.102919345
770	0.1027617699
771	0.1025525495
772	0.1023547759
773	0.10213094
774	0.1020916828
775	0.1019322405
776	0.101820521
777	0.1017779398
778	0.1016294133
779	0.1015002917
780	0.1014671584
781	0.1013438121
782	0.1012908926
783	0.1011577172
784	0.1011239739
785	0.1010976693
786	0.1009985143
787	0.1009683196
788	0.1009411871
789	0.1007863414
790	0.1006855118
791	0.1005687784
792	0.1003711215
793	0.1001560661
794	0.1001180226
795	0.1000726468
796	0.1000432522
797	0.09992560598
798	0.0998318795
799	0.0998087724
800	0.0997643085
801	0.09971780512
802	0.09950161517
803	0.09941630141
804	0.0992814586
805	0.09917742987
806	0.09915086585
807	0.09893512489
808	0.09889491637
809	0.09876216202
810	0.09862827392
811	0.0984065782
812	0.09823205485
813	0.09819679792
814	0.09817641545
815	0.0980164047
816	0.09784060726
817	0.09767740836
818	0.09753507518
819	0.09750742522
820	0.09730696058
821	0.09712920597
822	0.09694099368
823	0.09677898215
824	0.09674841703
825	0.09660537612
826	0.09646545094
827	0.09633250897
828	0.09614266823
829	0.09600767916
830	0.09578441676
831	0.09575342966
832	0.09566137092
833	0.09558883224
834	0.09537102904
835	0.09533065239
836	0.09528597625
837	0.0951163683
838	0.0950870936
839	0.09488749297
840	0.09477082684
841	0.09474275936
842	0.09470485432
843	0.09463097568
844	0.09452651176
845	0.0944787317
846	0.09438966738
847	0.09434559163
848	0.09418638927
849	0.09413880117
850	0.09410906888
851	0.09396491527
852	0.09394177058
853	0.09376959659
854	0.09361450421
855	0.09348596299
856	0.0934561653
857	0.09332771537
858	0.0931455574
859	0.093016579
860	0.09286592034
861	0.09273044045
862	0.0925639101
863	0.0924417188
864	0.092288766
865	0.09215589174
866	0.0921121665
867	0.09204849127
868	0.09202647329
869	0.09190090537
870	0.09179062795
871	0.09160405715
872	0.09158028364
873	0.09155597538
874	0.09137060095
875	0.09128084519
876	0.09124494299
877	0.09108482266
878	0.09105833993
879	0.09098455274
880	0.09094639678
881	0.09085207658
882	0.09077656175
883	0.09074097798
884	0.09071215458
885	0.09051191779
886	0.09047642185
887	0.09033043996
888	0.09030774004
889	0.09016935813
890	0.09009472037
891	0.09004781763
892	0.08990128489
893	0.0897491846
894	0.0895875252
895	0.0894769778
896	0.08945087574
897	0.08932982738
898	0.08930886127
899	0.08916335267
900	0.08911639279
901	0.08896432403
902	0.08893134099
903	0.08875819825
904	0.08863913229
905	0.08850030231
906	0.08846290446
907	0.08834642217
908	0.08823360881
909	0.08811560816
910	0.08799489055
911	0.08794457473
912	0.08791663699
913	0.08788569704
914	0.08786655488
915	0.08778644069
916	0.08766759176
917	0.08758468703
918	0.08744352214
919	0.08732586892
920	0.08720539141
921	0.0871868121
922	0.08716398349
923	0.08704956777
924	0.08697070938
925	0.08681973631
926	0.08672376653
927	0.08661087352
928	0.08643399648
929	0.08628031289
930	0.08618492568
931	0.0861326802
932	0.08597395848
933	0.085876276
934	0.08576530312
935	0.08564560145
936	0.08562142207
937	0.08559128412
938	0.08556086768
939	0.08546470503
940	0.08544357499
941	0.08541249056
942	0.08534778137
943	0.08528948926
944	0.08526958346
945	0.08511440987
946	0.08509257205
947	0.08498036526
948	0.08481646692
949	0.0847871868
950	0.08467130539
951	0.08464884256
952	0.0846303313
953	0.08460246288
954	0.08450868341
955	0.08444595455
956	0.08433883895
957	0.08429607257
958	0.08426522199
959	0.08412882891
960	0.08399972165
961	0.08396583782
962	0.08393184846
963	0.08380169662
964	0.08376748911
965	0.08365791317
966	0.08363644953
967	0.08360478569
968	0.08348469018
969	0.08337896995
970	0.08333990682
971	0.08332071229
972	0.0833041916
973	0.08323236384
974	0.08310950245
975	0.08309135094
976	0.08297684952
977	0.08289688768
978	0.08286742634
979	0.08277041837
980	0.08266122518
981	0.08261286162
982	0.08251964315
983	0.08250119352
984	0.08246823751
985	0.08237565384
986	0.0823584471
987	0.08232979538
988	0.08229020885
989	0.08217399044
990	0.08215011389
991	0.08195474117
992	0.08191724049
993	0.08173734938
994	0.08161111985
995	0.08159377485
996	0.08156322325
997	0.08140634756
998	0.08138852199
999	0.08136583815
1000	0.0812545405
1001	0.08121518155
1002	0.08110767613
1003	0.08106782921
1004	0.08096796532
1005	0.08092309806
1006	0.08079936642
1007	0.08064405663
1008	0.08053851767
1009	0.08041039726
1010	0.08031846672
1011	0.08016554809
1012	0.08014997755
1013	0.08009362909
1014	0.08006177466
1015	0.07994708678
1016	0.07992428638
1017	0.0797568021
1018	0.07966860985
1019	0.07965358198
1020	0.0796321955
1021	0.07953193447
1022	0.07951170469
1023	0.07939124796
1024	0.0793396654
1025	0.079322923
1026	0.07921065739
1027	0.07910750841
1028	0.07909008805
1029	0.07906958959
1030	0.07905229174
1031	0.07901697792
1032	0.07892345274
1033	0.07874838714
1034	0.07865366742
1035	0.07862547776
1036	0.07854710741
1037	0.07844727965
1038	0.0784296889
1039	0.07841323476
1040	0.07833130828
1041	0.07819350243
1042	0.07817777546
1043	0.07801724024
1044	0.07800098879
1045	0.07791342809
1046	0.07780994914
1047	0.07772667803
1048	0.07769461236
1049	0.07759653157
1050	0.07750517728
1051	0.07748901477
1052	0.07735166807
1053	0.07720068336
1054	0.07713883162
1055	0.07702486965
1056	0.07690184532
1057	0.07679478735
1058	0.07667856758
1059	0.07664828419
1060	0.07662575876
1061	0.07656024976
1062	0.0765394038
1063	0.0763738481
1064	0.07627859661
1065	0.07625775177
1066	0.0761994985
1067	0.07607261322
1068	0.07597573781
1069	0.07594707099
1070	0.07592480858
1071	0.07589113581
1072	0.07585935307
1073	0.07584283773
1074	0.07582584435
1075	0.07567730475
1076	0.07562166213
1077	0.07552186966
1078	0.07549431799
1079	0.07543105437
1080	0.07528735469
1081	0.0751857211
1082	0.07516464457
1083	0.0751433527
1084	0.07506080187
1085	0.07504427175
1086	0.07495496085
1087	0.07486885296
1088	0.07481087031
1089	0.07478719895
1090	0.07472121056
1091	0.07463674106
1092	0.07448458542
1093	0.07446046773
1094	0.0743391072
1095	0.07422795941
1096	0.07420172309
1097	0.07405258116
1098	0.0739086043
1099	0.07376706292
1100	0.07373856129
1101	0.07365922332
1102	0.07364341479
1103	0.07360155101
1104	0.07345824343
1105	0.07334430921
1106	0.07332626909
1107	0.07329274199
1108	0.07327928704
1109	0.07323687071
1110	0.07319663685
1111	0.07315634647
1112	0.07313699401
1113	0.07302267885
1114	0.07289720696
1115	0.07288374569
1116	0.07275609513
1117	0.07268019271
1118	0.07258221769
1119	0.0725653677
1120	0.07255068693
1121	0.07250569279
1122	0.07249098092
1123	0.07245076607
1124	0.0723999064
1125	0.07232781333
1126	0.07231283562
1127	0.07226438959
1128	0.07213482867
1129	0.07202473363
1130	0.07195795093
1131	0.07187724314
1132	0.07185991171
1133	0.07184680533
1134	0.07181479303
1135	0.07179237092
1136	0.07171838467
1137	0.07168262097
1138	0.07159310414
1139	0.07157640743
1140	0.0715626703
1141	0.07145469309
1142	0.07143821528
1143	0.07136547053
1144	0.07120947951
1145	0.07113262965
1146	0.07110637095
1147	0.07108346831
1148	0.07105870552
1149	0.0709639637
1150	0.07086277252
1151	0.07083808492
1152	0.07070777814
1153	0.07060794177
1154	0.07047120528
1155	0.07044968477
1156	0.07041553868
1157	0.07033135639
1158	0.0703038679
1159	0.07017233751
1160	0.07015838891
1161	0.07011219015
1162	0.07001887629
1163	0.0699064066
1164	0.06989345633
1165	0.06987158186
1166	0.06977159743
1167	0.06974656786
1168	0.06964321212
1169	0.06954962474
1170	0.06952518762
1171	0.06942250043
1172	0.06933039069
1173	0.06924481919
1174	0.06922887423
1175	0.06921079755
1176	0.06919457057
1177	0.06912805368
1178	0.06908917601
1179	0.06903338433
1180	0.06893122655
1181	0.06888217668
1182	0.06885357758
1183	0.06876269127
1184	0.06874397143
1185	0.06861478539
1186	0.06857732843
1187	0.06851256023
1188	0.06839461899
1189	0.06828021807
1190	0.06818035251
1191	0.06805663028
1192	0.06797226728
1193	0.06794555391
1194	0.06788614456
1195	0.06778801514
1196	0.06770757318
1197	0.06768199022
1198	0.06757768715
1199	0.06752153207
1200	0.06748016256
1201	0.06746642437
1202	0.06736267696
1203	0.06725303377
1204	0.06724022731
1205	0.0671137004
1206	0.06705681854
1207	0.06696546319
1208	0.06694873027
1209	0.06693660575
1210	0.06687029689
1211	0.06677840169
1212	0.06675378792
1213	0.06667429366
1214	0.06666007395
1215	0.06655206327
1216	0.06649345058
1217	0.06638388893
1218	0.0663724611
1219	0.0663064814
1220	0.06628998741
1221	0.06618185351
1222	0.06598895145
1223	0.06597615678
1224	0.06596010251
1225	0.06587475314
1226	0.06585586818
1227	0.06576927828
1228	0.06575038807
1229	0.06573737979
1230	0.06564975318
1231	0.06558058347
1232	0.06555566084
1233	0.06552168029
1234	0.0653984703
1235	0.06532695367
1236	0.06523606165
1237	0.06522289362
1238	0.0651355476
1239	0.06510929021
1240	0.06508864597
1241	0.06507819395
1242	0.0650626929
1243	0.06498534534
1244	0.06496713043
1245	0.06494368279
1246	0.06485246439
1247	0.06483383042
1248	0.06480389495
1249	0.06469398491
1250	0.06459285043
1251	0.06451212792
1252	0.0644900851
1253	0.06447840435
1254	0.06436100352
1255	0.06434449765
1256	0.06427995625
1257	0.06420147921
1258	0.06419050195
1259	0.06417950829
1260	0.06413000691
1261	0.0641115958
1262	0.06401764116
1263	0.06394181483
1264	0.06383081297
1265	0.0637622797
1266	0.06371416379
1267	0.06362277523
1268	0.06356892195
1269	0.06352296435
1270	0.06346557561
1271	0.0634470529
1272	0.06343217443
1273	0.06334257253
1274	0.06329455821
1275	0.06323111447
1276	0.06317502924
1277	0.06315319042
1278	0.0630773508
1279	0.06306347844
1280	0.06294856086
1281	0.06287458496
1282	0.06285591612
1283	0.06280747493
1284	0.0627756588
1285	0.06276593783
1286	0.06270659937
1287	0.06259405341
1288	0.06256843434
1289	0.06248128399
1290	0.06244380708
1291	0.0624169238
1292	0.06239623726
1293	0.06232237776
1294	0.06229430974
1295	0.062192003
1296	0.06214192348
1297	0.06206392077
1298	0.06195086872
1299	0.06192406008
1300	0.06186289398
1301	0.06182327501
1302	0.06173960256
1303	0.06166626233
1304	0.06165278621
1305	0.06164093166
1306	0.0615579796
1307	0.06151699606
1308	0.06149323188
1309	0.06140870844
1310	0.06139379796
1311	0.06135691579
1312	0.0612934755
1313	0.06127350954
1314	0.06114131604
1315	0.06112026474
1316	0.06106000529
1317	0.06104897476
1318	0.0610390464
1319	0.06095952935
1320	0.0609396218
1321	0.06092648499
1322	0.0609172585
1323	0.06082878437
1324	0.06081562579
1325	0.06073252624
1326	0.06070917798
1327	0.06069910836
1328	0.06062775574
1329	0.06056738707
1330	0.06047191259
1331	0.06038579267
1332	0.06033500258
1333	0.06022000315
1334	0.060203338
1335	0.06012812928
1336	0.06008034539
1337	0.06000128504
1338	0.0599308489
1339	0.05985135398
1340	0.05984048136
1341	0.05979358746
1342	0.05973635697
1343	0.05964762599
1344	0.05955742868
1345	0.05954128203
1346	0.05951655668
1347	0.05950522962
1348	0.05943747695
1349	0.05933115556
1350	0.05926160219
1351	0.05918673564
1352	0.05911836574
1353	0.05904321844
1354	0.05891542631
1355	0.05883683985
1356	0.05877945831
1357	0.05876113471
1358	0.05874732524
1359	0.05869537049
1360	0.05867663715
1361	0.05865262729
1362	0.05857873717
1363	0.05848426557
1364	0.05847059479
1365	0.05844490626
1366	0.05839404904
1367	0.05834126018
1368	0.0582894515
1369	0.05820598826
1370	0.05817960428
1371	0.05811193296
1372	0.05809916861
1373	0.05808330979
1374	0.05803884528
1375	0.05798072797
1376	0.05797203558
1377	0.05795490945
1378	0.05794408917
1379	0.05793137355
1380	0.05788569624
1381	0.05787627357
1382	0.05779834985
1383	0.05778982007
1384	0.0577626303
1385	0.05774770187
1386	0.05771930248
1387	0.0576516117
1388	0.05756522679
1389	0.05754075004
1390	0.05752041107
1391	0.0575115147
1392	0.05749867016
1393	0.05747801267
1394	0.05738638439
1395	0.05730367123
1396	0.05729451862
1397	0.05723192185
1398	0.05718442517
1399	0.05707079339
1400	0.05705359053
1401	0.05698674037
1402	0.056950397
1403	0.05691785085
1404	0.05686618381
1405	0.05684716856
1406	0.05680372498
1407	0.05675092463
1408	0.05668562117
1409	0.0566416467
1410	0.05661737254
1411	0.05656162205
1412	0.0564897781
1413	0.05638588318
1414	0.0563395478
1415	0.05625801048
1416	0.05622403349
1417	0.05621492432
1418	0.05619858024
1419	0.05618981055
1420	0.05612712677
1421	0.05611861241
1422	0.0560131086
1423	0.05600169928
1424	0.05599081506
1425	0.05592240496
1426	0.05589697057
1427	0.05584044831
1428	0.05582021871
1429	0.05575886962
1430	0.05569663115
1431	0.0556221016
1432	0.05553355421
1433	0.0554778329
1434	0.05542362418
1435	0.05540138319
1436	0.05539245822
1437	0.05532932698
1438	0.05525439123
1439	0.05518326686
1440	0.05517252802
1441	0.05508555452
1442	0.05505500567
1443	0.05504621075
1444	0.05496178776
1445	0.0548820773
1446	0.054829624
1447	0.0548213521
1448	0.05476242507
1449	0.05471988118
1450	0.05469781718
1451	0.05463721104
1452	0.05461050852
1453	0.0546017419
1454	0.05454390741
1455	0.05444938632
1456	0.05439872525
1457	0.05438790484
1458	0.05432113714
1459	0.05425147436
